VEHICLE_NO	VCLE_KEYID	VIN	TERMINAL_ID
N17/02-276	114412	KMHE341ABG1T98019	VM-18L-0201
N17/02-371	97662	KMHK5816GJU000139	BM-16L-0023
N17/02-372	96205	KNACC81CGH5052866	BM-15C-0105
N17/02-395	97790	KM8K31A5XJU000237	BM-16L-0010
N17/02-431	85892	KMHS581CBH1P98030	BM-16L-0027
N17/02-476	101145	LK_FCEV_1	BM-16L-0037
N17/02-549	96405	KMHF341EBHA025402	BM-16L-0075
N17/02-568	98491	MALA851CLGM543858	BM-16L-0020
N17/02-619	97105	TMAH3513GJJ000102	BM-16L-0041
N17/02-638	82030	KMHWH81KAG1P98022	BM-16L-0048
N17/03-002	98770	KNAF241AGH1P98066	BM-16L-0007
N17/03-028	98727	KNAF214BEH1P98023	BM-16L-0008
N17/03-030	97776	KM8K6AAA6JU000255	BM-16L-0085
N17/03-038	129656	TMAH3513AJJ004307	BM-15C-0119
N17/03-038_1	137374	N17/03-038_1Temp	BM-15C-0119
N17/03-044	97665	KMHK5816GJU000142	BM-16L-0082
N17/03-054	97745	KM8K11AA0JU000167	BM-16L-0050
N17/03-163	97636	KMHK6815GJU000116	BM-16L-0019
N17/03-172	99178	5NMS2CACBH1P98048	BM-16L-0011
N17/03-187	97806	KM8K5AA5XJU000250	BM-16L-0135
N17/03-287	99524	KMHGR41EDHU211006	BM-17A-1001
N17/03-287	99525	KMHGR41EDHU211006	BM-16L-3101
N17/03-302	99288	5NMS2CACBH1P98049	BM-15C-0056
N17/03-356	99605	KMHGR41EDHU202599	BM-15C-0160
N17/03-364	97700	KMHK1811AJU000171	BM-16L-0133
N17/03-398	99686	5NMS2CACBH1P98054	BM-16L-0011
N17/03-404	78007	KNAB3512BHT000146	BM-16L-0095
N17/03-545	100704	170324_PDeN1	BM-16L-0044
N17/03-549	103985	KMH1AA220J1000030	BM-16L-0128
N17/03-556	100344	MALC741EAH1P98012	BM-16L-0096
N17/03-587	100564	KNAGT4L34H5168545	BM-16L-0003
N17/03-616	100949	KMHL541EDJU000008	BM-16L-0107
N17/03-700	100848	MALC841EGH1P98016	BM-16L-0135
N17/03-702	83666	KNAE35LA2J6000253	BM-16L-0043
N17/03-705	99848	5NMS5CACBH1P98029	BM-16L-0146
N17/04-014	101524	KMHL441BDJU000017	BM-16L-0083
N17/04-015	100844	MALC841EGH1P98015	BM-16L-0085
N17/04-024	101265	KNACC81CGH5064691	BM-16L-0133
N17/04-032	103993	KMH1AA225J1000038	BM-16L-0082
N17/04-036	100947	5NPE24AA4JH550210	BM-16L-0033
N17/04-252	114467	KMHE3417BG1T98078	BM-16L-0072
N17/04-281	98765	KNAF241C8H1P98061	BM-16L-0033
N17/04-314	104029	KMH1AA292J1000074	BM-16L-0134
N17/04-350	102183	KMHL341ABJU000129	BM-16L-0058
N17/04-436	102224	KMHGL412BHU197819	BM-16L-0061
N17/04-445	102507	KMJTA18WPHC999902	BM-16L-0067
N17/04-446	102272	KMJTA18WPHC999901	BM-16L-0023
N17/04-480	102373	KMHL54JE2JU000166	BM-15C-0105
N17/04-508	115904	KMHK6815HJU000317	BM-15C-0085
N17/04-515	96378	KNAD6811LH6023090	BM-16L-0003
N17/04-538	102524	KMHL541EDJU000074	BM-16L-0006
N17/04-590	104216	KMHK381G4H1P98031	BM-16L-1032
N17/04-678	102664	KNAF24AD5H1P98155	BM-16L-0046
N17/05-043	102586	KMFSA18KPJC918401	BM-15C-0016
N17/05-046	104218	KMHK381G8H1P98033	BM-15C-0015
N17/05-047	104225	KMHK381GFH1P98041	BM-15C-0082
N17/05-067	102756	KMHL241ABJU000202	BM-16L-0098
N17/05-122	102593	KMHL241ABJU000013	BM-16L-0053
N17/05-138	102824	KMHGR41EDJU233365	BM-16L-0119
N17/05-180	103006	KMJTA18WPHC999903	BM-16L-0077
N17/05-192	95362	KMHJ8816FH1P98015	BM-16L-0135
N17/05-320	104224	KMHK381G5H1P98040	VM-18L-0076
N17/05-361	103212	KMHL541EBJU000250	BM-16L-0104
N17/05-415	103187	KMCSB18KPDC997104	BM-15C-0062
N17/05-444	124195	LBECFAHBXHZ474341	VM-21C-0087
N17/05-452	98986	3KPA35AB1JE000252	BM-16L-0094
N17/05-460	104239	KMHK381GFH1P98057	BM-16L-0134
N17/05-461	108462	KMHT261HAH1P98010	BM-15C-0096
N17/05-473	104252	KMHK381G5H1P98071	BM-16L-1031
N17/05-510	98786	KNAF241BEH1P98083	BM-16L-0022
N17/05-584	104616	KMFZCX7KBJU451782	BM-16L-0064
N17/06-051	103599	KMEKB18KPDC917107	BM-16L-0140
N17/06-149	101566	KNDME5C10J6344169	BM-16L-0062
N17/06-351	102023	KMHTG6AF4HU000162	BM-16L-0066
N17/06-365	111311	KNAJ581FGH1P98100	BM-16L-0001
N17/06-522	120068	KMHE3411BH1T98003	VM-18L-0058
N17/06-598	105946	KNAE751CDJS002552	BM-15C-0012
N17/06-665	115377	KMHL841B6H1P98003	BM-16L-0137
N17/06-688	102094	KMHTH6AB0HU000220	BM-15C-0119
N17/06-701	99001	3KPA35AB2JE000230	BM-16L-0014
N17/06-703	104136	KMHL44JA0JU000148	BM-16L-0062
N17/07-070	111262	KNAJ31LU0H1P98048	BM-16L-0127
N17/07-144	119380	KMHNUBKC7J1000100	BM-15C-0197
N17/07-203	107853	5XYPG4FB8H1P98007	BM-16L-0002
N17/07-204	107860	5XYPJDFB3H1P98014	BM-16L-0117
N17/07-206	107857	5XYPJDFB8H1P98011	BM-16L-0156
N17/07-207	107852	5XYPG4FB6H1P98006	BM-15C-0182
N17/07-284	106246	KNAKN814DJA174833	BM-15C-0134
N17/07-285	106229	KMHE3413BJA068965	BM-16L-0072
N17/07-367	111255	KNAJ21LU2H1P98040	BM-15C-0067
N17/07-425	111303	KNAJ381FGH1P98091	BM-15C-0033
N17/07-441	106498	KMJTA18WPHC999904	BM-15C-0175
N17/07-446	106528	5XYPJDFB7H1P98016	BM-16L-0120
N17/07-446	106536	5XYPJDFB7H1P98016	BM-16L-0075
N17/07-484	103438	KNAGX417GJA196377	BM-16L-0087
N17/07-487	103450	KNAGW411BJA196372	BM-15C-0054
N17/08-005	103437	KNAGU411AJ5197822	BM-15C-0132
N17/08-006	103439	KNAGU411AJ5197823	BM-16L-0133
N17/08-010	103436	KNAGX417GJA197821	BM-15C-0188
N17/08-092	116014	PDPDN1708092	BM-16L-0009
N17/08-216	107716	LJDXAA140H0073544	BM-15C-0003
N17/08-217	107715	LJDXAA140H0073446	BM-15C-0118
N17/08-296	103441	KNAGX417GJA196373	BM-15C-0024
N17/08-306	107769	KNAE751CBJS006207	BM-16L-0124
N17/08-343	112383	KNACC81GFH1P98001	BM-15C-0023
N17/08-361	108192	KMHK5816GJU010143	BM-15C-0021
N17/08-403	108205	KMHK5816GJU009307	BM-15C-0162
N17/08-423	108225	KMHE341BBJA406905	BM-15C-0082
N17/08-432	106353	KMJWA37KDJU939241	BM-16L-0044
N17/09-090	106991	KNAH2519GJ1000162	BM-15C-0100
N17/09-118	112399	KNACC81GFH1P98017	BM-15C-0011
N17/09-120	106969	KNAH3519GJ1000140	BM-16L-0089
N17/09-121	114711	170104_0001	VM-18L-0058
N17/09-123	108414	KMHGN41EDEU000296	BM-16L-0049
N17/09-201	107013	KNAH3519AJ1000184	BM-16L-0041
N17/09-203	107305	KMHS381CBJU000173	BM-16L-0092
N17/09-216	106965	KNAH3519GJ1000136	BM-15C-0090
N17/09-285	112389	KNACC81GFH1P98007	BM-16L-0090
N17/09-373	108645	KMFZAX7KAHU480817	BM-15C-0137
N17/09-413	108891	KMHAG51CYJ1000049	BM-15C-0120
N17/09-427	108876	KNAF541AGJA000219	BM-15C-0100
N17/09-490	106744	KNAP23HA3H1P98021	BM-16L-0024
N17/09-518	109295	KNAH3519GJ1000147	BM-15C-0047
N17/09-529	109315	KMHAG51CYJ1000066	BM-16L-0108
N17/09-559	112327	KNAJC811FH1P98011	BM-15C-0063
N17/09-618	111842	KMHAG51CYJ1000042	BM-15C-0059
N17/09-628	109709	KMTG24LA7JU001839	BM-16L-0073
N17/10-012	109644	KMHS3CLA9J1000009	BM-15C-0104
N17/10-107	109689	KMHF1413BJA011290	BM-15C-0050
N17/10-109	108830	KNAF141BEJA000173	BM-15C-0080
N17/10-123	100787	KMHK78152JU000388	BM-16L-0059
N17/10-124	108412	KMHJ2818BH1P98081	BM-15C-0069
N17/10-153	124203	LBECFAFB7HZ474350	BM-15C-0111
N17/10-194	109479	KMHJ8816FJU000085	BM-15C-0031
N17/10-195	109482	KMHJ8816FJU000141	BM-15C-0130
N17/10-196	109449	KM8J83A68JU000142	BM-16L-0060
N17/10-213	107316	KMHS381BDJU000008	BM-15C-0191
N17/10-258	111534	FCEV_BUS_VDMS_001	BM-16L-0111
N17/10-258	179114	KMJKG18XPHC000001	BM-16L-0146
N17/10-261	103339	KNAH3514GJ1000056	BM-15C-0059
N17/10-344	106409	KMHJ2812BH1P98052	BM-16L-0050
N17/10-372	109409	KMHJ8816FJU000041	BM-16L-0096
N17/10-413	110022	KMHS34LC5J1000015	BM-15C-0053
N17/10-437	109842	MALC841EGJM010203	BM-15C-0103
N17/10-456	109931	KNAF54LDXJ1000095	BM-16L-0070
N17/10-457	109399	KMHJ8816FJU000035	BM-15C-0106
N17/10-492	108793	KNAF541BEJA000136	BM-15C-0132
N17/10-509	111942	KNAP381CDH1T98007	BM-16L-0061
N17/10-510	110158	KMHS3CLD9J1000053	BM-15C-0177
N17/10-512	108873	KNAF241BEJA000216	BM-15C-0190
N17/10-523	109483	KMHJ8816FJU000087	BM-15C-0086
N17/10-525	113694	LK_TEST_000000002	BM-16L-0128
N17/10-531	110310	KMHJ2817BH1P98078	BM-16L-0060
N17/10-554	109411	KMHJ8816FJU000043	BM-16L-0035
N17/10-679	110676	KMTG441BDJU000483	BM-15C-0172
N17/10-687	109029	KNAS3418BKS000037	BM-16L-0011
N17/11-042	110626	KMHH351DGJU044993	BM-16L-0043
N17/11-043	110627	KMHH351DGJU045005	BM-15C-0060
N17/11-044	110628	KMHH351DGJU044927	BM-15C-0036
N17/11-045	110629	KMHH351DGJU045038	BM-16L-0142
N17/11-118	109473	KM8J83A6XJU000157	VM-21C-0052
N17/11-130	108985	KNAS741ADKS000148	BM-15C-0194
N17/11-131	109485	KMHJ8816FJU000089	BM-16L-0012
N17/11-164	110855	5XYPHDA59KG380493	BM-16L-0027
N17/11-172	106755	KNAP23HA8H1P98032	BM-15C-0131
N17/11-251	109406	KMHJ8816FJU000040	BM-15C-0145
N17/11-274	109697	KNAS34115K6000054	BM-15C-0040
N17/11-297	111406	KMHS34LC5J1000113	BM-15C-0087
N17/11-333	110911	KNAF54LD1J1000034	VM-18L-0060
N17/11-339	111574	LK_TEST_000000001	BM-16L-0103
N17/11-356	111093	KMHJ2818AH1P98106	BM-16L-0013
N17/11-379	111563	KMTG441BDJU000469	BM-15C-0046
N17/11-384	106732	KNAP23HA2H1P98009	BM-15C-0052
N17/11-385	111396	KNAF34LD3J1000039	BM-16L-0026
N17/11-485	111556	KNAF34LD5J1000107	BM-16L-0041
N17/11-486	106734	KNAP23HA0H1P98011	BM-16L-0031
N17/11-491	112030	KNAPM813DH1P98214	BM-15C-0018
N17/11-532	110255	KMHJ8816FJU000163	BM-16L-0126
N17/11-572	112096	KMHH351DLJU047455	BM-16L-0140
N17/11-628	112088	KMTG541EDJU003297	BM-15C-0111
N17/11-651	112489	KMTG441BBJU003726	BM-15C-0181
N17/11-652	112490	KMTG441BBJU003163	BM-15C-0192
N17/11-768	110774	KMHJ281ADJU611175	BM-16L-0124
N17/11-769	110775	KMHJ281ABJU611168	BM-15C-0055
N17/11-775	112952	KMHK381GFJU000054	VM-18L-0035
N17/11-780	110573	KMHT36AH9JU000032	BM-16L-0056
N17/11-787	113734		BM-16L-0129
N17/12-006	111000	KMHH3513GH1001041	BM-15C-0022
N17/12-027	109042	KNAS34J6XK6000093	BM-16L-0019
N17/12-028	109161	KMHG341ADH1P98038	BM-15C-0132
N17/12-041	114126	LX2000000N1712041	BM-15C-0178
N17/12-042	114127	LX2000000N1712042	BM-15C-0148
N17/12-071	135342	KNAP381BHH1T98020	BM-15C-0134
N17/12-130	112957	KNAF34LD5J1000009	BM-15C-0004
N17/12-140	112626	KMHK2817AJU053065	BM-15C-0077
N17/12-140	112615	KMHK2817AJU053065	BM-15C-0075
N17/12-163	110436	KMHK2817GJU035344	BM-15C-0165
N17/12-215	113057	KMHK381GFJU000057	VM-18L-0250
N17/12-271	113097	KNAF54LD7J1000054	VM-18L-0274
N17/12-271_1	156234	N17/12-271_TEMP	BM-15C-0036
N17/12-272	124273	KMHL34LG7H1T98006	BM-16L-0104
N17/12-304	111041	TMAH381AGJJ018587	BM-16L-0011
N17/12-305	111040	TMAH381AAJJ018586	BM-16L-0070
N17/12-342	111131	KMHJ281AAJU620036	BM-16L-0134
N17/12-3434	113854	40045386	BM-16L-0099
N17/12-350	113316	KM8K51AG7JU000126	BM-16L-0030
N17/12-387	113355	KM8K21AG6JU000109	BM-15C-0016
N17/12-404	113460	KMHH351DAJU050208	BM-16L-0120
N17/12-406	113458	KMHH351DGJU050053	BM-16L-0055
N17/12-407	113457	KMHH351DGJU050107	BM-15C-0164
N17/12-408	113342	KMHH351DAJU047766	BM-15C-0120
N17/12-410	113340	KMHH351DVJU047274	BM-16L-0004
N17/12-430	113477	KMHK381GFJU000068	VM-18L-0047
N17/12-431	113476	KMHK381GFJU000055	VM-18L-0148
N17/12-433	113478	KMHK381GFJU000069	BM-16L-1050
N17/12-456	113620	KMHK7815GJU001649	BM-16L-0031
N17/12-477	113645	3KPA24AB1JE000393	VM-18L-0061
N17/12-491	112714	KMHK6817GJU053798	BM-15C-0147
N17/12-496	113540	KMHH351DAJU050149	BM-16L-0106
N17/12-497	113539	KMHH351DGJU049994	BM-16L-0052
N17/12-528	113618	KM8K51AG3JU000091	BM-15C-0042
N17/12-529	109875	KNAF4417GH1P98002	BM-15C-0053
N17/12-540	117234	KMHRC8138H1P98027	BM-15C-0029
N17/12-605	113176	KNAS34J60K6000247	BM-16L-0156
N17/12-700	113794	KMHK381GFJU000066	BM-15C-0040
N17/19-221	111434	CD_KIA_FACTORY_001	BM-15C-0083
N17/19-222	111435	CD_KIA_FACTORY_002	BM-15C-0108
N17/19-223	111436	CD_KIA_FACTORY_003	BM-15C-0091
N17/65-349	110514	AE_RENT_0001	BM-15C-1005
N17/88-101	102964	TEST0000000000101	VM-18L-0171
N17/88-101	102644	VIN_SC_DURAB_TEST	BM-16L-0075
N17/88-102	102965	TEST0000000000102	VM-18L-0171
N17/88-103	102966	TEST0000000000103	VM-18L-0168
N17/88-104	102967	TEST0000000000104	VM-18L-0296
N17/88-105	102968	TEST0000000000105	VM-18L-0168
N17/88-106	102969	TEST0000000000106	VM-18L-0297
N17/88-107	102970	TEST0000000000107	BM-16L-0053
N17/88-108	102971	TEST0000000000108	VM-18L-0171
N17/88-109	102972	TEST0000000000109	VM-18L-0296
N17/88-110	102973	TEST0000000000110	VM-18L-0295
N17/88-111	103104	TEST0000000000111	BM-16L-1050
N17/88-112	103105	TEST0000000000112	VM-18L-0295
N17/88-113	103106	TEST0000000000113	VM-18L-0295
N17/88-114	103107	TEST0000000000114	BM-15C-0201
N17/88-115	103108	TEST0000000000115	VM-18L-0122
N17/88-200	108304	TEST0000000000200	VM-21C-0180
N17/88-201	108305	TEST0000000000201	VM-21C-0221
N17/88-202	108306	TEST0000000000202	VM-21C-0222
N17/88-203	108307	TEST0000000000203	BM-16L-0053
N17/88-204	108308	TEST0000000000204	VM-21C-0064
N17/88-205_	108309	TEST0000000000205	VM-21C-0225
N17/88-206	108310	TEST0000000000206	VM-21C-0136
N17/88-207	108311	TEST0000000000207	VM-18L-0295
N17/88-208	108312	TEST0000000000208	VM-21C-0188
N17/88-209	108313	TEST0000000000209	VM-21C-0219
N17/88-210	128634	TEST0000000000210	VM-21C-0192
N17/88-287	113134	KMHGR41EDHU211006	BM-17A-1001
N17/89-001	108384	U5YHN813GEL090137	BM-16L-0125
N17/89-002	108385	U5YPG814BHL330928	BM-16L-0106
N17/89-003	108544	ISRAELTEST0000003	BM-16L-0131
N18/01-024	114030	KMHR281ADH1P98017	BM-16L-0141
N18/01-052	113991	KMHTK61BGHU000377	BM-16L-0110
N18/01-064	133136	NLHA851AAJZ392837	VM-18L-0147
N18/01-076	113998	KNAPM813CH1P98206	BM-15C-0134
N18/01-127	117215	KMHRB813XH1P98002	BM-15C-0159
N18/01-130	117214	KMHRB8138H1P98001	BM-15C-0140
N18/01-136	120694	LX2_Manual_ADD	BM-16L-0048
N18/01-152	114139	KMHJ8816FJU000234	VM-18L-0235
N18/01-152_1	180014	N18/01-12_1_temp	BM-15C-0036
N18/01-212	114289	KMHH351DAJU051536	BM-16L-0063
N18/01-213	114288	KMHH351DAJU051534	BM-16L-0109
N18/01-214	114287	KMHH351DAJU051532	BM-16L-0112
N18/01-215	114286	KMHH351DAJU051530	BM-16L-0102
N18/01-216	114285	KMHH351DGJU051535	BM-16L-0100
N18/01-218	114283	KMHH351DGJU051533	BM-16L-0018
N18/01-219	114282	KMHH351DGJU051529	BM-16L-0078
N18/01-222	117278	KMHRC811GH1P98089	BM-15C-0100
N18/01-284	110597	KMHT36AH0JU000050	BM-15C-0080
N18/01-350	114356	KMHK381GFJU000127	BM-15C-0084
N18/01-513	114834	KMHK381GFJU000063	BM-16L-0051
N18/02-052	113483	KNAGW419GJ5238152	BM-16L-0117
N18/02-140	111607	KNAF241BEJA000239	BM-15C-0167
N18/02-141	111608	KNAF241BEJA000240	BM-15C-0155
N18/02-174	109260	KMHT26AH5H1T98006	BM-15C-0006
N18/02-180	114506	KMHL1416BJ1P98010	BM-16L-0083
N18/02-290	114519	KMHL2412BJ1P98058	BM-15C-0151
N18/02-352	114508	KMHL2416BJ1P98012	BM-15C-0069
N18/02-355	114598	KMHL5412BJ1P98029	BM-15C-0104
N18/02-366	115840	KMHK581GFJU000179	BM-15C-0066
N18/02-379	112857	KMHAF51ALJ1000086	BM-16L-0020
N18/02-416	115864	KNAPM813DKK448882	BM-16L-0123
N18/02-422	115871	TMAJ3817CJJ601954	BM-15C-0017
N18/02-432	112861	KMHAF51CYJ1000088	BM-16L-0123
N18/02-484	114594	KMHL5412BJ1P98025	BM-15C-0141
N18/02-538	115997	KMHC851CGJU078926	BM-15C-0064
N18/02-557	116077	KNACC81GFKA000030	VM-18L-0049
N18/02-568	112925	KMHAF51CYJ1000152	BM-16L-0017
N18/02-570	112923	KMHAF51CYJ1000150	BM-16L-0092
N18/02-581	116082	KNACA81HFKA000032	VM-18L-0050
N18/02-582	116083	KNACC81HFK5000018	VM-18L-0052
N18/02-584	116076	KNACC81GFKA000027	VM-18L-0048
N18/02-585	116078	KNACC81GFK5000053	VM-18L-0051
N18/02-696	116414	KNDCE3LG0K5000062	BM-16L-0012
N18/03-067	116537	KNAPH81BCJ5432625	BM-15C-0089
N18/03-068	116536	KNAPH81BDJA434650	BM-15C-0004
N18/03-069	116535	KNAPH81ADJA432621	BM-15C-0034
N18/03-081	116168	TMAJ381ACJJ601949	BM-16L-0117
N18/03-082	116167	TMAJ381ADJJ596457	BM-16L-0019
N18/03-112	116153	KNAD6811AJ6135709	BM-16L-0082
N18/03-114	112867	KMHAF51CYJ1000094	BM-15C-0015
N18/03-185	120095	KNAP381G6J1T98002	BM-15C-0188
N18/03-256	116855	KNDJ53AF1K7000013	BM-15C-0031
N18/03-257	116858	KNDJ22AU5K7000064	BM-15C-0072
N18/03-445	114526	KMHL2412BJ1P98069	BM-15C-0194
N18/03-460	114525	KMHL2412BJ1P98067	BM-15C-0071
N18/03-486	117137	KNDJ23AU2K7000058	BM-15C-0111
N18/03-525	124256	KMHL34LF2H1T98213	BM-15C-0062
N18/03-527	117522	KMHS381CDKU010410	BM-15C-0183
N18/03-546	116652	KMHD041EEKU653567	BM-16L-0032
N18/03-582	117503	KM8J83A67KU000201	BM-15C-0138
N18/03-584	117483	KMHJ8816FKU000312	BM-16L-0115
N18/03-602	120103	KNAP381GDJ1T98012	BM-16L-0073
N18/03-603	117438	KNACC81GFKA000046	BM-16L-0149
N18/03-648	120097	KNAP381G1J1T98005	VM-18L-0147
N18/03-695	117962	KNAF141BEKA002938	BM-16L-0065
N18/03-695_1	136594		BM-16L-0070
N18/03-695_2	137234	N18/03-695_Temp	BM-16L-0070
N18/03-696	117958	KNAF541BEKA002962	BM-15C-0148
N18/04-068	111973	KNAP381EHH1T98045	BM-15C-0119
N18/04-168	117925	KMTG341ADJU010140	BM-16L-0149
N18/04-252	117968	KMHJ8816UJU000098	BM-15C-0068
N18/04-288	114538	KMHL2412BJ1P98110	BM-15C-0061
N18/04-326	118088	KNDPNCAC7K7478078	BM-15C-0185
N18/04-330	118555	180412_EU_0002	BM-15C-0168
N18/04-332	118574	180413_CY_0001	BM-15C-0117
N18/04-385	116754	KNAH3G19GJ1000025	BM-15C-0015
N18/04-390	118815	VDMS_SERVER_ADD1	BM-15C-0140
N18/04-409	118814	VDMS_SERVER_ADD0	BM-15C-0128
N18/04-431	116588	KMHD741F5KU653566	VM-18L-0037
N18/04-453	118739	KMHE341CBKA480389	VM-21C-0022
N18/04-453_1	165154	N18/04-453_1	BM-16L-0124
N18/04-537	118499	5XXGU4L14KG247117	BM-15C-0179
N18/04-548	118507	KNAMB81ABKS452280	BM-15C-0122
N18/04-548_1	138534	N18/04-548_temp	BM-16L-0084
N18/04-558	119614	MQ4 HEV	BM-15C-0077
N18/04-559	119615	MQ4 HEV	BM-15C-0176
N18/04-592	119616	MQ4 HEV	BM-16L-0016
N18/05-134	120052	KMHL341GBJ1P98021	BM-15C-0130
N18/05-181	119754	KNAJ2812FKK000050	VM-18L-0078
N18/05-182	119555	KNDJ33A15K7000025	VM-18L-0055
N18/05-219	120101	KNAP381GDJ1T98010	VM-18L-0076
N18/05-270	119942	KNAGV81FBJ5028377	BM-15C-0039
N18/05-285	119980	KNAF241BEKA800012	BM-15C-0089
N18/05-287	121694	LK_ELEC	BM-15C-0176
N18/05-322	120014	KNACC81GFKA000192	BM-16L-0022
N18/05-331	119804	KMHS281BBKU030388	BM-16L-0087
N18/05-416	120281	KNDCB3LG6K5000219	VM-18L-0206
N18/05-419	120284	KNDCE3LG7K5000222	BM-15C-0078
N18/05-449	120217	KNAJ3811FKK000085	BM-15C-0097
N18/05-452	120335	KMHL341GBJ1P98033	VM-18L-0062
N18/05-491	120334	KMHL341GBJ1P98027	BM-15C-0037
N18/05-510	115157	KMHH251AAJ1T98011	BM-15C-0159
N18/05-580	121235	180611_OS_580	BM-16L-0057
N18/05-637	120344	KMHD84LF8KU694347	BM-15C-0052
N18/05-692	118863	KMHB351EYL1000003	BM-15C-0107
N18/05-695	120736	KNAJ2811FK7000011	BM-16L-0123
N18/06-042	122567	KMTGB41CBJ1P98036	VM-18L-0150
N18/06-074	118891	KMHB351CYL1000031	BM-15C-0096
N18/06-075	118318	KMHB251EYJ1P98004	BM-15C-0023
N18/06-080	124294	TLe_N18/06-080	BM-15C-0194
N18/06-089	149435	KMHFC81CLK1400001	BM-16L-0117
N18/06-110	121119	KNAJ2811FK7000105	VM-18L-0056
N18/06-111	121118	KNAJ2812FKK000102	VM-18L-0057
N18/06-184	121136	KMHTMBKD4J1000023	BM-15C-0008
N18/06-196	121201	KNAJ281FGKK000203	BM-16L-0094
N18/06-226	115161	KMHH2513AJ1T98015	BM-16L-0039
N18/06-235	121198	KNAJ3811FKK000101	VM-18L-0053
N18/06-236	121199	KNAJ2812FK7000104	VM-18L-0082
N18/06-242	130318	MALBM51BLJM495738	BM-15C-0042
N18/06-256	121260	KMJKG18KPJC999903	BM-16L-0143
N18/06-337	119014	KNAET815GJ1P98083	BM-15C-0131
N18/06-448	121404	KMHGN41EBJU290965	BM-15C-0150
N18/06-485	121426	KMHGM41DDJU285784	BM-15C-0012
N18/06-485	121432	KMHGM41DDJU285784	BM-15C-0012
N18/06-503	122569	KMTGC41DBJ1P98039	VM-18L-0152
N18/06-559	121557	KNDJ53AF6K7000301	BM-16L-0017
N18/07-040	117643	KMFZCY7KBJU568818	BM-16L-0156
N18/07-057	120848	KMHR581ADKU000039	BM-15C-0020
N18/07-117	122561	KMTGB41BBJ1P98030	BM-15C-0087
N18/07-128	120859	KMHR581ABKU000053	BM-15C-0053
N18/07-148	120459	KMHG34JA4KU051089	BM-15C-0058
N18/07-154	120637	KM8R58LE3KU000015	VM-18L-0043
N18/07-231	122594	KMTGA41BBJ1P98067	VM-18L-0072
N18/07-270	131194	LX2_User_ADD	BM-15C-0050
N18/07-284	120356	KMHG341ADKU050988	BM-15C-0030
N18/07-392	122174	KMHL341GBJ1P98061	VM-18L-0058
N18/07-393	118527	KMHL341CBJ1T98012	BM-15C-0135
N18/07-478	122552	KMTGB41CBJ1P98020	VM-18L-0151
N18/07-488	123287	KMHCR51BBK1000051	BM-16L-0125
N18/07-489	122349	KMHC05LJ6J1P98008	BM-16L-0060
N18/07-519	123318	KMHCP51BBK1000064	BM-15C-0064
N18/07-524	120409	KMHG54JH4KU051049	BM-16L-0054
N18/07-525	120408	KMHG141ABKU051010	BM-16L-0105
N18/07-552	120576	KMHC65LC9KU105271	BM-16L-0110
N18/07-573	120460	KMHG34JA0KU051090	BM-15C-0013
N18/07-575	120921	KM8R38CE4KU000076	BM-15C-0005
N18/07-580	120916	KMHR581ADKU000115	BM-15C-0084
N18/07-583	122814	KMHC051JFJ1P98009	BM-15C-0049
N18/07-594	134667	KMHG241A0KU051075	BM-15C-0033
N18/07-694	122911	KMFHA17GPJC029680	BM-16L-0131
N18/07-713	122560	KMTGC41DBJ1P98029	BM-15C-0078
N18/07-794	117644	KMFZAY7KAJU568819	BM-16L-0048
N18/08-002	123894	Mega Truck Test	BM-15C-0014
N18/08-093	123457	KMHJ8816FJU000287	BM-16L-0083
N18/08-358	129460	KMHHA81BDJ1P98021	VM-18L-0149
N18/08-384	120468	KMHG34151KU051067	VM-18L-0103
N18/08-425	129479	KMHHC81C0J1P98041	VM-18L-0200
N18/08-440	122668	KMTGC41DBJ1P98147	VM-18L-0295
N18/08-441	129503	KMHHB81B2J1P98066	VM-18L-0295
N18/08-464	129475	KMHHA81DDJ1P98037	BM-16L-0107
N18/09-054	120922	KM8R38CE2KU000089	BM-16L-0059
N18/09-055	124522	KMHD841FLKU719078	BM-15C-0154
N18/09-065	142049	TMAJ381ADJJ633360	BM-15C-0147
N18/09-228	122667	KMTGA41BBJ1P98146	VM-18L-0295
N18/09-228_1	138334	N18/09-228_temp	VM-18L-0298
N18/09-256	125265	KMHD841FLKU719083	BM-15C-0016
N18/09-272	125211	KNACB81DGJA226895	BM-15C-0069
N18/09-279	129529	KMHHA81BDJ1P98094	VM-18L-0094
N18/09-285	123563	KNACA81CGJA226908	BM-17E-0001
N18/09-330	125266	KNACC81CGK5231660	BM-16L-0027
N18/10-008	135946	KMHK381EGKU000001	VM-18L-0063
N18/10-013-C001	125780	KNACC81C6H5000124	VM-18L-0039
N18/10-217	124561	KMHL141EBLA000016	BM-15C-0055
N18/10-230	138975	KNAH581AGJ1P99004	BM-16L-0100
N18/10-236	125776	KMHJ5817GKU857081	BM-15C-0106
N18/10-313	125809	KMHJ5817GKU857069	BM-16L-0045
N18/10-318	125736	KMHL341GBJ1P98080	BM-15C-0058
N18/10-355	127007	KNAJ3812FLK000139	VM-21C-0174
N18/10-403	133048	KMHDN51AJL1000122	BM-15C-0197
N18/10-470	125474	KMHL141EBLA000074	BM-15C-0047
N18/10-481	125488	KMHL141EBLA000088	BM-15C-0121
N18/10-536	125240	KMHL141EBLA000046	BM-15C-0170
N18/10-545	124759	KMHB251CLL1000138	BM-15C-0019
